sub_region,census_fips_code,place_id,date,user_id,place,percent_change_from_baseline
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-02,837,workplaces,-30
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-02,837,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-03,838,retail and recreation,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-03,838,grocery and pharmacy,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-03,838,workplaces,-30
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-03,838,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-04,839,retail and recreation,13
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-04,839,grocery and pharmacy,28
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-04,839,workplaces,-30
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-04,839,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-05,840,retail and recreation,23
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-05,840,grocery and pharmacy,26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-05,840,workplaces,-6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-05,840,residential,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-06,841,retail and recreation,41
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-06,841,grocery and pharmacy,32
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-06,841,workplaces,-8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-06,841,residential,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-07,842,retail and recreation,32
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-07,842,workplaces,-61
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-07,842,residential,12
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-08,843,retail and recreation,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-08,843,workplaces,-31
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-08,843,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-09,844,retail and recreation,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-09,844,grocery and pharmacy,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-09,844,workplaces,-30
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-09,844,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-10,845,retail and recreation,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-10,845,grocery and pharmacy,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-10,845,workplaces,-30
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-10,845,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-11,846,retail and recreation,2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-11,846,grocery and pharmacy,15
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-11,846,parks,133
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-11,846,transit stations,13
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-11,846,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-11,846,residential,7
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-12,847,retail and recreation,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-12,847,grocery and pharmacy,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-12,847,parks,129
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-12,847,transit stations,22
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-12,847,workplaces,-2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-12,847,residential,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-13,848,retail and recreation,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-13,848,grocery and pharmacy,0
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-13,848,parks,99
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-13,848,transit stations,18
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-13,848,workplaces,-6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-13,848,residential,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-14,849,retail and recreation,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-14,849,grocery and pharmacy,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-14,849,parks,105
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-14,849,transit stations,12
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-14,849,workplaces,-29
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-14,849,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-15,850,retail and recreation,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-15,850,grocery and pharmacy,13
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-15,850,parks,122
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-15,850,transit stations,24
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-15,850,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-15,850,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-16,851,retail and recreation,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-16,851,grocery and pharmacy,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-16,851,parks,128
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-16,851,transit stations,19
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-16,851,workplaces,-29
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-16,851,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-17,852,retail and recreation,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-17,852,grocery and pharmacy,7
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-17,852,parks,131
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-17,852,transit stations,16
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-17,852,workplaces,-29
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-17,852,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-18,853,retail and recreation,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-18,853,grocery and pharmacy,14
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-18,853,parks,153
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-18,853,transit stations,22
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-18,853,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-18,853,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-19,854,retail and recreation,7
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-19,854,grocery and pharmacy,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-19,854,parks,140
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-19,854,transit stations,27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-19,854,workplaces,-8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-19,854,residential,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-20,855,retail and recreation,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-20,855,grocery and pharmacy,2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-20,855,parks,109
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-20,855,transit stations,21
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-20,855,workplaces,-7
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-20,855,residential,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-21,856,retail and recreation,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-21,856,grocery and pharmacy,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-21,856,parks,107
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-21,856,transit stations,16
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-21,856,workplaces,-30
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-21,856,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-22,857,retail and recreation,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-22,857,grocery and pharmacy,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-22,857,parks,115
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-22,857,transit stations,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-22,857,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-22,857,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-23,858,retail and recreation,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-23,858,grocery and pharmacy,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-23,858,parks,114
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-23,858,transit stations,18
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-23,858,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-23,858,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-24,859,retail and recreation,7
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-24,859,grocery and pharmacy,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-24,859,parks,109
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-24,859,transit stations,14
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-24,859,workplaces,-28
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-24,859,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-25,860,retail and recreation,7
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-25,860,grocery and pharmacy,16
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-25,860,parks,125
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-25,860,transit stations,20
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-25,860,workplaces,-26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-25,860,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-26,861,retail and recreation,0
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-26,861,grocery and pharmacy,-4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-26,861,parks,116
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-26,861,transit stations,19
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-26,861,workplaces,-5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-26,861,residential,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-27,862,retail and recreation,1
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-27,862,grocery and pharmacy,-2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-27,862,parks,84
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-27,862,transit stations,14
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-27,862,workplaces,-5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-27,862,residential,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-28,863,retail and recreation,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-28,863,grocery and pharmacy,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-28,863,parks,86
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-28,863,transit stations,14
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-28,863,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-28,863,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-29,864,retail and recreation,2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-29,864,grocery and pharmacy,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-29,864,parks,90
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-29,864,transit stations,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-29,864,workplaces,-26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-29,864,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-30,865,retail and recreation,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-30,865,grocery and pharmacy,1
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-30,865,parks,83
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-30,865,transit stations,18
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-30,865,workplaces,-28
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-09-30,865,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-01,866,retail and recreation,11
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-01,866,grocery and pharmacy,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-01,866,parks,75
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-01,866,transit stations,19
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-01,866,workplaces,-26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-01,866,residential,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-02,867,retail and recreation,7
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-02,867,grocery and pharmacy,21
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-02,867,parks,92
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-02,867,transit stations,21
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-02,867,workplaces,-26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-02,867,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-03,868,retail and recreation,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-03,868,grocery and pharmacy,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-03,868,parks,87
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-03,868,transit stations,26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-03,868,workplaces,-5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-03,868,residential,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-04,869,retail and recreation,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-04,869,grocery and pharmacy,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-04,869,parks,79
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-04,869,transit stations,25
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-04,869,workplaces,-6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-04,869,residential,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-05,870,retail and recreation,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-05,870,grocery and pharmacy,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-05,870,parks,99
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-05,870,transit stations,24
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-05,870,workplaces,-29
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-05,870,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-06,871,retail and recreation,15
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-06,871,grocery and pharmacy,20
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-06,871,parks,119
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-06,871,transit stations,32
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-06,871,workplaces,-28
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-06,871,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-07,872,retail and recreation,13
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-07,872,grocery and pharmacy,13
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-07,872,parks,129
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-07,872,transit stations,24
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-07,872,workplaces,-28
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-07,872,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-08,873,retail and recreation,16
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-08,873,grocery and pharmacy,20
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-08,873,parks,125
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-08,873,transit stations,25
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-08,873,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-08,873,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-09,874,retail and recreation,13
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-09,874,grocery and pharmacy,25
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-09,874,parks,133
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-09,874,transit stations,29
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-09,874,workplaces,-26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-09,874,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-10,875,retail and recreation,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-10,875,grocery and pharmacy,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-10,875,parks,118
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-10,875,transit stations,30
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-10,875,workplaces,-2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-10,875,residential,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-11,876,retail and recreation,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-11,876,grocery and pharmacy,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-11,876,parks,98
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-11,876,transit stations,19
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-11,876,workplaces,-5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-11,876,residential,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-12,877,retail and recreation,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-12,877,grocery and pharmacy,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-12,877,parks,119
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-12,877,transit stations,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-12,877,workplaces,-31
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-12,877,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-13,878,retail and recreation,11
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-13,878,grocery and pharmacy,18
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-13,878,parks,116
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-13,878,transit stations,25
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-13,878,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-13,878,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-14,879,retail and recreation,11
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-14,879,grocery and pharmacy,14
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-14,879,parks,122
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-14,879,transit stations,26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-14,879,workplaces,-26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-14,879,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-15,880,retail and recreation,14
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-15,880,grocery and pharmacy,17
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-15,880,parks,116
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-15,880,transit stations,26
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-15,880,workplaces,-28
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-15,880,residential,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-16,881,retail and recreation,10
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-16,881,grocery and pharmacy,23
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-16,881,parks,114
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-16,881,transit stations,24
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-16,881,workplaces,-27
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-16,881,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-17,882,retail and recreation,2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-17,882,grocery and pharmacy,3
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-17,882,parks,91
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-17,882,transit stations,21
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-17,882,workplaces,-5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-17,882,residential,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-18,883,retail and recreation,2
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-18,883,grocery and pharmacy,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-18,883,parks,71
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-18,883,transit stations,20
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-18,883,workplaces,-5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-18,883,residential,5
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-19,884,retail and recreation,6
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-19,884,grocery and pharmacy,8
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-19,884,parks,82
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-19,884,transit stations,16
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-19,884,workplaces,-29
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-19,884,residential,9
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-20,885,retail and recreation,4
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-20,885,grocery and pharmacy,11
Coconino County,04005,ChIJK-gFlwP2MocR8iCzue8_fJs,2020-10-20,885,parks,90
